,year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,caveats,all_crimes
1639,2010,TN,Tennessee,6357436,38909,359,2173.0,,8361,28016,232855,64293,153729,14833,,541355
1640,2010,TX,Texas,25253466,113231,1249,7622.0,,32843,71517,951246,228597,654626,68023,,2121332
1641,2010,UT,Utah,2775479,5925,53,983.0,,1269,3620,88316,15095,67242,5979,,187499
1642,2010,VA,Virginia,8023953,17184,376,1580.0,,5678,9550,187403,30804,145990,10609,,407594
1643,2010,VT,Vermont,625909,820,7,141.0,,76,596,14160,3348,10373,439,,29819
1644,2010,WA,Washington,6742950,21138,154,2579.0,,5929,12476,249426,55192,168490,25744,,538549
1645,2010,WI,Wisconsin,5691659,14167,155,1191.0,,4516,8305,142781,26636,107993,8152,,312705
1646,2010,WV,West Virginia,1854368,5586,58,362.0,,776,4390,41301,10778,28104,2419,,93412
1647,2010,WY,Wyoming,564554,1117,8,162.0,,77,870,13869,2151,11126,592,,29810
1648,2011,,,311587816,1206031,14661,84175.0,,354772,752423,9052743,2185140,6151095,716508,,20433373
1649,2011,AK,Alaska,723860,4416,30,436.0,,576,3374,19094,2852,14854,1388,,46584
1650,2011,AL,Alabama,4803689,20166,299,1370.0,,4906,13591,173192,51119,111411,10662,"because of changes in the state's reporting practices, figures are not comparable to previous years' data.  ",385346
1651,2011,AR,Arkansas,2938582,14173,160,1230.0,,2357,10426,110430,34016,70645,5769,,247976
1652,2011,AZ,Arizona,6467315,26789,397,2499.0,,7145,16748,229896,54695,155400,19801,,510871
1653,2011,CA,California,37683933,154943,1792,7665.0,,54291,91195,973822,230075,596905,146842,,2249865
1654,2011,CO,Colorado,5116302,16085,155,2285.0,,3299,10346,132781,25725,96054,11002,,295447
1655,2011,CT,Connecticut,3586717,9889,129,689.0,,3689,5382,77205,15468,55067,6670,,173499
1656,2011,DC,District of Columbia,619020,7433,108,173.0,,4094,3058,29654,3850,21347,4457,,74001
1657,2011,DE,Delaware,908137,5144,48,307.0,,1558,3231,31163,7617,22001,1545,,72307
1658,2011,FL,Florida,19082262,98198,984,5273.0,,25622,66319,671200,170171,461408,39621,,1533523
1659,2011,GA,Georgia,9812460,36762,549,2066.0,,12266,21881,357235,96014,231543,29678,,785928
1660,2011,HI,Hawaii,1378129,3465,20,353.0,,994,2098,43874,8165,31240,4469,,94325
1661,2011,IA,Iowa,3064097,7883,44,866.0,,824,6149,72043,17573,50472,3998,,158986
1662,2011,ID,Idaho,1583744,3202,35,444.0,,188,2535,32875,6915,24629,1331,,71710
1663,2011,IL,Illinois,12859752,54523,781,3030.0,,20217,30495,344468,77719,237362,29387,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2011",794952
1664,2011,IN,Indiana,6516353,21619,306,1758.0,,6977,12578,206016,50571,140630,14815,,453512
1665,2011,KS,Kansas,2870386,10209,111,1122.0,,1448,7528,88655,18712,63259,6684,,196606
1666,2011,KY,Kentucky,4366814,10465,151,1499.0,,3705,5110,119037,32750,79586,6701,,257505
1667,2011,LA,Louisiana,4574766,25373,506,1262.0,,5235,18370,168529,46242,113174,9113,,386542
1668,2011,MA,Massachusetts,6607003,28232,184,1654.0,,6768,19626,148829,36403,101644,10782,,352468
1669,2011,MD,Maryland,5839572,28817,399,1200.0,,10342,16876,166846,35823,114951,16072,,390126
1670,2011,ME,Maine,1328544,1638,26,394.0,,370,848,33829,7865,24886,1078,,70540
1671,2011,MI,Michigan,9876801,43731,617,4344.0,,10263,28507,251329,69755,156666,24908,,585776
1672,2011,MN,Minnesota,5347299,12323,75,2113.0,,3385,6750,136183,25681,102354,8148,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.",294899
1673,2011,MO,Missouri,6008984,26888,366,1469.0,,6275,18778,199085,44875,138879,15331,,450477
1674,2011,MS,Mississippi,2977457,8009,232,863.0,,2496,4418,89809,30722,54179,4908,,194773
1675,2011,MT,Montana,997667,2755,29,366.0,,171,2189,23885,3347,19089,1449,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data.",52914
1676,2011,NC,North Carolina,9651103,33421,498,1959.0,,9448,21516,337806,105534,215453,16819,,740495
1677,2011,ND,North Dakota,684740,1699,24,266.0,,91,1318,13334,2458,9891,985,,29800
1678,2011,NE,Nebraska,1842234,4672,68,699.0,,993,2912,50894,8725,38060,4109,,110433
1679,2011,NH,New Hampshire,1317807,2864,16,581.0,,509,1758,32756,6244,25398,1114,,70659
1680,2011,NJ,New Jersey,8834773,27203,380,1006.0,,12209,13608,189719,43238,129066,17415,,432838
1681,2011,NM,New Mexico,2078674,11904,158,856.0,,1720,9170,73549,21419,46730,5400,,170050
1682,2011,NV,Nevada,2720028,15452,139,913.0,,4308,10092,70075,20342,40156,9577,,170141
1683,2011,NY,New York,19501616,77463,769,2751.0,,28405,45538,371837,65227,287361,19249,,895849
1684,2011,OH,Ohio,11541007,35218,500,3679.0,,15991,15048,380572,112901,246744,20927,,827901
1685,2011,OK,Oklahoma,3784163,17311,212,1410.0,,3288,12401,127618,36462,80064,11092,,288448
1686,2011,OR,Oregon,3868229,9643,84,1239.0,,2237,6083,121869,20704,92059,9106,,261785
1687,2011,PA,Pennsylvania,12743948,46189,639,3339.0,,16165,26046,283442,57966,208604,16872,,655923
1688,2011,RI,Rhode Island,1050646,2586,20,319.0,,744,1503,27976,6836,18765,2375,,60805
1689,2011,SC,South Carolina,4673348,27894,320,1678.0,,4631,21265,183243,47351,122255,13637,,420596
1690,2011,SD,South Dakota,823593,2105,20,503.0,,167,1415,15299,2927,11423,949,,34305
1691,2011,TN,Tennessee,6399787,38895,380,2095.0,,8082,28338,230900,62830,153928,14142,,537495
1692,2011,TX,Texas,25631778,104734,1130,7486.0,,28620,67498,892810,215755,613131,63924,,1987602
1693,2011,UT,Utah,2814347,5547,50,901.0,,1079,3517,84084,13170,64727,6187,,178361
1694,2011,VA,Virginia,8104384,16014,304,1591.0,,5425,8694,182902,30656,142476,9770,,396241
1695,2011,VT,Vermont,626592,925,11,146.0,,99,669,15086,3838,10720,528,,31876
1696,2011,WA,Washington,6823267,20152,163,2320.0,,5627,12042,244209,56561,162828,24820,,526402
1697,2011,WI,Wisconsin,5709843,14268,138,1190.0,,4600,8340,139912,27167,104472,8273,,307170
1698,2011,WV,West Virginia,1854908,5497,87,372.0,,802,4236,39009,10245,26656,2108,,88640
1699,2011,WY,Wyoming,567356,1245,18,146.0,,71,1010,12878,1864,10493,521,,28100
1700,2012,,,313873685,1217057,14856,85141.0,,355051,762009,9001992,2109932,6168874,723186,,20352957
1701,2012,AK,Alaska,730307,4412,30,583.0,,630,3169,20037,2950,15565,1522,,48315
1702,2012,AL,Alabama,4817528,21693,342,1296.0,,5020,15035,168878,47481,111523,9874,,379846
1703,2012,AR,Arkansas,2949828,13851,174,1233.0,,2310,10134,109389,32673,70982,5734,,245247
1704,2012,AZ,Arizona,6551149,28077,358,2282.0,,7383,18054,231701,52911,159808,18982,,517274
1705,2012,CA,California,37999878,160944,1884,7837.0,,56521,94702,1049465,245767,635090,168608,,2412981
1706,2012,CO,Colorado,5189458,15951,152,2122.0,,3392,10285,139355,26163,101091,12101,,308490
1707,2012,CT,Connecticut,3591765,10183,117,933.0,,3709,5424,77169,14787,55904,6478,,173771
1708,2012,DC,District of Columbia,633427,7866,88,236.0,,4037,3505,30757,3519,23575,3663,2012 data includes offenses reported by the Zoological Police and the Metro Transit Police.,77010
1709,2012,DE,Delaware,917053,5048,56,249.0,,1498,3245,30707,7389,21880,1438,,71261
1710,2012,FL,Florida,19320749,94087,1009,5260.0,,23889,63929,632988,153563,442095,37330,,1448890
1711,2012,GA,Georgia,9915646,37675,583,2143.0,,12502,22447,339473,86992,223875,28606,,752153
1712,2012,HI,Hawaii,1390090,3378,21,279.0,,1125,1953,43419,7653,31901,3865,,93315
1713,2012,IA,Iowa,3075039,8167,49,901.0,,962,6255,70357,17201,49116,4040,,156147
1714,2012,ID,Idaho,1595590,3348,30,495.0,,243,2580,31825,7240,23203,1382,,69851
1715,2012,IL,Illinois,12868192,53556,770,3581.0,,19480,29725,332706,71100,235314,26292,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2012",768943
1716,2012,IN,Indiana,6537782,22544,307,1661.0,,6601,13975,197994,47689,136668,13637,,439415
1717,2012,KS,Kansas,2885398,10292,85,1105.0,,1493,7609,91066,18874,65413,6779,,201611
1718,2012,KY,Kentucky,4379730,9852,201,1312.0,,3547,4792,112800,29877,76199,6724,,243992
1719,2012,LA,Louisiana,4602134,22839,489,1155.0,,5458,15737,162673,42037,112764,7872,,369869
1720,2012,MA,Massachusetts,6645303,27047,121,1650.0,,6555,18721,143325,34635,99453,9237,,339094
1721,2012,MD,Maryland,5884868,28086,373,1237.0,,10173,16303,162309,33803,113550,14956,,379553
1722,2012,ME,Maine,1328501,1626,26,372.0,,420,808,33398,7476,24931,991,,69676
1723,2012,MI,Michigan,9882519,44962,701,4635.0,,10423,29203,249249,65560,158609,25080,,583787
1724,2012,MN,Minnesota,5379646,12419,99,1638.0,,3475,7207,138152,25378,104316,8458,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.",299504
1725,2012,MO,Missouri,6024522,27189,390,1527.0,,5782,19490,199813,42510,140971,16332,,452477
1726,2012,MS,Mississippi,2986450,7769,213,819.0,,2277,4460,83933,28084,51520,4329,,182585
1727,2012,MT,Montana,1005494,2803,29,392.0,,202,2180,26102,3920,20484,1698,,57418
1728,2012,NC,North Carolina,9748364,34464,479,1984.0,,9392,22609,328594,99323,213151,16120,,724132
1729,2012,ND,North Dakota,701345,1723,25,279.0,,127,1292,14297,2429,10687,1181,,31761
1730,2012,NE,Nebraska,1855350,4802,52,710.0,,1128,2912,51203,8745,38301,4157,,111300
1731,2012,NH,New Hampshire,1321617,2841,15,486.0,,471,1869,32074,5988,25024,1062,,69344
1732,2012,NJ,New Jersey,8867749,25727,388,1035.0,,11385,12919,181481,42338,122662,16481,,413381
1733,2012,NM,New Mexico,2083540,11660,116,957.0,,1847,8740,75094,21384,48247,5463,,172551
1734,2012,NV,Nevada,2754354,16763,124,931.0,,4918,10790,77510,22120,45372,10018,,187615
1735,2012,NY,New York,19576125,79535,683,2837.0,,28633,47382,375268,64389,293562,17317,"2012 -because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",906769
1736,2012,OH,Ohio,11553031,34827,478,3813.0,,15396,15140,370435,105312,245372,19751,,806711
1737,2012,OK,Oklahoma,3815780,18102,220,1622.0,,3248,13012,130969,36094,83131,11744,,296520
1738,2012,OR,Oregon,3899801,9638,91,1159.0,,2419,5969,126417,22051,94114,10252,,270951
1739,2012,PA,Pennsylvania,12764475,45384,707,3371.0,,15735,25571,276562,57040,204409,15113,,640521
1740,2012,RI,Rhode Island,1050304,2657,26,292.0,,715,1614,27039,5929,18478,2632,,59090
1741,2012,SC,South Carolina,4723417,26474,332,1712.0,,4511,19919,181049,45222,122340,13487,,413334
1742,2012,SD,South Dakota,834047,2701,23,600.0,,157,1921,17326,3280,12973,1073,,39454
1743,2012,TN,Tennessee,6454914,41213,400,2047.0,,8151,30615,217925,56231,148731,12963,,516229
1744,2012,TX,Texas,26060796,106475,1148,7715.0,,30385,67227,876459,205002,606425,65032,,1958153
1745,2012,UT,Utah,2854871,5939,52,975.0,,1105,3807,86284,13095,67157,6032,,183471
1746,2012,VA,Virginia,8186628,15676,322,1505.0,,4718,9131,178434,29651,139654,9129,,386715
1747,2012,VT,Vermont,625953,891,8,131.0,,114,638,15653,4179,11014,460,,32957
1748,2012,WA,Washington,6895318,20553,217,2250.0,,5801,12285,254377,61376,166338,26663,,547610
1749,2012,WI,Wisconsin,5724554,16254,169,1228.0,,4692,10165,140780,27931,104619,8230,,312840
1750,2012,WV,West Virginia,1856680,5943,70,415.0,,835,4623,44500,11466,30800,2234,,100471
1751,2012,WY,Wyoming,576626,1161,14,154.0,,61,932,13222,2125,10513,584,,28612
1752,2013,,,316497531,1168298,14319,82109.0,113695.0,345093,726777,8651892,1932139,6019465,700288,,19558271
1753,2013,AK,Alaska,737259,4709,34,657.0,925.0,623,3127,21211,2917,16599,1695,,50915
1754,2013,AL,Alabama,4833996,20834,346,1449.0,2055.0,4645,13788,161835,42410,108862,10563,,363283
1755,2013,AR,Arkansas,2958765,13705,158,1135.0,1490.0,2261,9796,106477,30369,70430,5678,,238874
1756,2013,AZ,Arizona,6634997,27576,355,2344.0,3174.0,6656,17391,223294,48292,158036,16966,,498566
1757,2013,CA,California,38431393,154739,1746,7464.0,10324.0,53640,89029,1018907,232058,621557,165292,,2336968
1758,2013,CO,Colorado,5272086,16099,174,2198.0,2963.0,3136,9826,139974,25075,102375,12524,,309183
1759,2013,CT,Connecticut,3599341,9439,91,647.0,891.0,3551,4906,71274,12934,52099,6241,,160535
1760,2013,DC,District of Columbia,649111,8415,103,297.0,395.0,4082,3835,31097,3316,24547,3234,,78629
1761,2013,DE,Delaware,925240,4633,41,278.0,399.0,1233,2960,29001,6299,21347,1355,,66869
1762,2013,FL,Florida,19600311,91993,972,4765.0,6767.0,23200,61054,607170,138915,433344,34911,,1391559
1763,2013,GA,Georgia,9994759,37519,563,2022.0,2891.0,12704,21361,339808,83459,229190,27159,,751763
1764,2013,HI,Hawaii,1408987,3585,32,366.0,508.0,934,2111,45266,7777,32928,4561,,97194
1765,2013,IA,Iowa,3092341,8443,41,873.0,1133.0,937,6332,67976,15918,47803,4255,,151705
1766,2013,ID,Idaho,1612843,3471,29,516.0,674.0,220,2548,30230,6693,21999,1538,,66728
1767,2013,IL,Illinois,12890552,51956,722,3895.0,5340.0,17733,28161,296048,59093,216059,20896,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2013",690668
1768,2013,IN,Indiana,6570713,23627,357,1623.0,2241.0,7114,13915,187472,42754,130534,14184,,419957
1769,2013,KS,Kansas,2895801,9928,117,1003.0,1295.0,1339,7177,85704,17476,61557,6671,,189969
1770,2013,KY,Kentucky,4399583,9280,172,951.0,1646.0,3247,4215,104448,26331,72048,6069,,225810
1771,2013,LA,Louisiana,4629284,24127,494,1248.0,1763.0,5539,16331,165679,41214,115300,9165,,377849
1772,2013,MA,Massachusetts,6708874,27264,138,1722.0,2303.0,6705,18118,137274,30716,97437,9121,,326773
1773,2013,MD,Maryland,5938737,28235,384,1179.0,1679.0,10048,16124,157918,31950,112551,13417,,370627
1774,2013,ME,Maine,1328702,1761,24,366.0,495.0,335,907,30454,6480,23063,911,,63935
1775,2013,MI,Michigan,9898193,44757,625,4506.0,6785.0,10093,27254,230135,56256,149794,24085,,542999
1776,2013,MN,Minnesota,5422060,12710,114,1453.0,2014.0,3674,6908,131193,22713,100514,7966,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.",285792
1777,2013,MO,Missouri,6044917,26216,369,1679.0,2305.0,5486,18056,189655,38797,134514,16344,,429437
1778,2013,MS,Mississippi,2992206,8303,217,726.0,1024.0,2413,4649,81548,24969,52192,4387,,178678
1779,2013,MT,Montana,1014864,2924,23,382.0,467.0,217,2217,26195,4122,20192,1881,,57771
1780,2013,NC,North Carolina,9848917,33587,463,1790.0,2524.0,9275,21325,305631,90182,201043,14406,,675912
1781,2013,ND,North Dakota,723857,1979,16,288.0,355.0,161,1447,15356,2979,10942,1435,,34315
1782,2013,NE,Nebraska,1868969,4949,56,621.0,847.0,1035,3011,49197,8945,35791,4461,,107445
1783,2013,NH,New Hampshire,1322616,2952,21,522.0,778.0,645,1708,30409,5283,24188,938,,66144
1784,2013,NJ,New Jersey,8911502,25748,404,861.0,1189.0,12084,12071,167634,35883,118005,13746,,385575
1785,2013,NM,New Mexico,2086895,12990,123,1135.0,1565.0,1832,9470,78958,21828,51146,5984,,182331
1786,2013,NV,Nevada,2791494,16888,163,1090.0,1482.0,5183,10060,79177,23047,46132,9998,,190648
1787,2013,NY,New York,19695680,77563,644,2575.0,3548.0,27241,46130,358603,56444,286676,15483,,868784
1788,2013,OH,Ohio,11572005,33722,478,3594.0,4391.0,14483,14370,338414,91090,227799,19525,,739881
1789,2013,OK,Oklahoma,3853118,17187,198,1715.0,2314.0,3023,11652,126418,33512,81624,11282,,284896
1790,2013,OR,Oregon,3928068,9536,82,1000.0,1464.0,2394,5596,125083,20808,94363,9912,,267774
1791,2013,PA,Pennsylvania,12781296,42825,611,2728.0,3795.0,14739,23680,263176,52000,197410,13766,,608207
1792,2013,RI,Rhode Island,1053354,2710,31,333.0,449.0,683,1547,25741,5621,17881,2239,,56453
1793,2013,SC,South Carolina,4771929,24263,305,1739.0,2233.0,3965,17760,173261,40930,119730,12601,,392815
1794,2013,SD,South Dakota,845510,2733,18,454.0,507.0,156,2052,16274,3383,11955,936,,37507
1795,2013,TN,Tennessee,6497269,38063,335,1904.0,2500.0,7333,27895,207683,51334,144443,11906,,488992
1796,2013,TX,Texas,26505637,108757,1140,7610.0,10456.0,31810,65351,862289,191062,605440,65787,,1931636
1797,2013,UT,Utah,2902787,6644,51,926.0,1522.0,1247,3824,88334,13727,67115,7492,,188434
1798,2013,VA,Virginia,8270345,16355,320,1476.0,2350.0,4574,9111,171558,26717,136215,8626,,373476
1799,2013,VT,Vermont,626855,775,10,113.0,136.0,75,554,13882,3352,10193,337,,29178
1800,2013,WA,Washington,6973742,20223,167,2072.0,2604.0,5829,11623,259139,58487,172227,28425,,556120
1801,2013,WI,Wisconsin,5742953,16118,163,1308.0,1836.0,4834,9285,125694,24358,93946,7390,,281788
1802,2013,WV,West Virginia,1853595,5657,62,367.0,700.0,653,4242,39929,9908,28055,1966,,90472
1803,2013,WY,Wyoming,583223,1212,17,144.0,204.0,74,917,12809,1956,10275,578,,27838
1804,2014,,,318907401,1153022,14164,84864.0,118027.0,322905,731089,8209010,1713153,5809054,686803,,18639200
1805,2014,AK,Alaska,737046,4684,41,553.0,771.0,629,3243,20334,3150,15445,1739,,49265
1806,2014,AL,Alabama,4846411,20727,276,1425.0,2005.0,4702,13744,154087,39723,104223,10141,,347623
1807,2014,AR,Arkansas,2966835,14248,175,1291.0,1816.0,2037,10220,99452,24816,69001,5635,,225584
1808,2014,AZ,Arizona,6728783,26422,311,2356.0,3272.0,6225,16614,213406,43412,152683,17311,,476384
1809,2014,CA,California,38792291,153763,1700,8389.0,11578.0,48681,91804,947193,202669,592673,151851,,2190334
1810,2014,CO,Colorado,5355588,16487,150,2236.0,3089.0,3037,10211,135789,23502,99688,12599,,301463
1811,2014,CT,Connecticut,3594762,8575,89,579.0,794.0,3172,4520,69326,12017,51195,6114,,155008
1812,2014,DC,District of Columbia,659836,8199,105,349.0,472.0,3497,4125,34147,3466,26898,3783,,84220
1813,2014,DE,Delaware,935968,4568,50,274.0,390.0,1271,2857,27915,5765,20885,1265,,64576
1814,2014,FL,Florida,19905569,91345,982,5038.0,7132.0,21621,61610,583774,121379,426197,36198,,1343106
1815,2014,GA,Georgia,10097132,38955,607,2209.0,3147.0,12786,22415,339146,78029,233359,27758,,753055
1816,2014,HI,Hawaii,1420257,3362,20,388.0,548.0,952,1842,46022,7470,33003,5549,,98220
1817,2014,IA,Iowa,3109481,8484,60,829.0,1150.0,1047,6227,65100,14363,46594,4143,,146018
1818,2014,ID,Idaho,1634806,3439,32,463.0,645.0,203,2559,30440,6466,22297,1677,,67113
1819,2014,IL,Illinois,12882189,47775,690,3182.0,4329.0,15271,27485,269647,50759,201003,17885,,630515
1820,2014,IN,Indiana,6597880,24105,333,1608.0,2197.0,6894,14681,174909,36909,124144,13856,,395831
1821,2014,KS,Kansas,2902507,10235,92,1066.0,1483.0,1361,7299,80029,15921,57169,6939,,179045
1822,2014,KY,Kentucky,4412617,9495,164,1098.0,1556.0,3343,4432,99909,23426,70108,6375,,217252
1823,2014,LA,Louisiana,4648990,23983,476,981.0,1382.0,5725,16400,161192,38541,113251,9400,,368968
1824,2014,MA,Massachusetts,6755124,26689,133,1625.0,2202.0,6077,18277,125481,24951,92226,8304,,302138
1825,2014,MD,Maryland,5975346,26767,362,1144.0,1632.0,9565,15208,150390,28134,109140,13116,,352682
1826,2014,ME,Maine,1330256,1698,21,346.0,484.0,304,889,26427,5035,20591,801,,55766
1827,2014,MI,Michigan,9916306,42555,544,4500.0,6364.0,8037,27610,202692,44328,137142,21222,,484130
1828,2014,MN,Minnesota,5457125,12505,88,1448.0,2001.0,3687,6729,125377,20773,96237,8367,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.",273763
1829,2014,MO,Missouri,6063827,26882,404,1728.0,2403.0,5592,18483,176436,35293,124769,16374,,404233
1830,2014,MS,Mississippi,2993443,8331,259,768.0,1082.0,2405,4585,86887,23898,58515,4474,,189354
1831,2014,MT,Montana,1023252,3361,38,396.0,558.0,202,2563,25525,3639,19826,2060,,57214
1832,2014,NC,North Carolina,9940387,32718,498,1738.0,2432.0,8411,21377,285498,79266,192609,13623,,634000
1833,2014,ND,North Dakota,740040,2001,23,275.0,382.0,175,1421,15857,2751,11559,1547,,35334
1834,2014,NE,Nebraska,1882980,5201,53,645.0,878.0,1044,3226,47526,7936,35063,4527,,104576
1835,2014,NH,New Hampshire,1327996,2625,16,438.0,596.0,544,1469,26098,4191,21051,856,,56850
1836,2014,NJ,New Jersey,8938844,23319,352,953.0,1280.0,10499,11188,154945,31707,111534,11704,,355248
1837,2014,NM,New Mexico,2085567,12465,101,1070.0,1481.0,2086,8797,73877,18505,49082,6290,,171203
1838,2014,NV,Nevada,2838281,18043,170,987.0,1357.0,5954,10562,74574,21924,42466,10184,,183877
1839,2014,NY,New York,19748858,75972,616,4316.0,6025.0,24036,45295,339113,50738,272624,15751,,824145
1840,2014,OH,Ohio,11596998,33130,464,3825.0,5228.0,12780,14658,322517,79466,224942,18109,,706066
1841,2014,OK,Oklahoma,3879610,16052,180,1361.0,1862.0,3073,10937,117445,29963,76719,10763,,265132
1842,2014,OR,Oregon,3971202,10294,84,1165.0,1620.0,2270,6320,123142,18690,94177,10275,,265252
1843,2014,PA,Pennsylvania,12793767,40298,610,2785.0,3839.0,13545,22304,246982,45718,188211,13053,,570721
1844,2014,RI,Rhode Island,1054907,2320,26,264.0,366.0,530,1398,22982,4830,16317,1835,,50238
1845,2014,SC,South Carolina,4829160,24038,322,1522.0,2185.0,4018,17513,168281,37163,118173,12945,,382453
1846,2014,SD,South Dakota,853304,2801,23,336.0,478.0,199,2101,16036,2817,12209,1010,,37196
1847,2014,TN,Tennessee,6547779,39989,369,1870.0,2595.0,7268,29757,200911,46798,141464,12649,,479205
1848,2014,TX,Texas,26979078,109711,1192,8400.0,11636.0,31021,65862,813515,168085,577018,68412,,1834816
1849,2014,UT,Utah,2944498,6464,66,1114.0,1547.0,1313,3538,85473,11656,66487,7330,,182327
1850,2014,VA,Virginia,8328098,16522,350,1687.0,2416.0,4294,9462,161934,23210,131001,7723,,354496
1851,2014,VT,Vermont,626767,643,10,85.0,117.0,72,444,9721,2092,7375,254,,20611
1852,2014,WA,Washington,7063166,20185,178,1999.0,2780.0,5641,11586,261257,55381,175317,30559,,560104
1853,2014,WI,Wisconsin,5759432,16763,159,1216.0,1677.0,5101,9826,120535,21375,89255,9905,,272919
1854,2014,WV,West Virginia,1848751,5850,84,417.0,594.0,655,4517,38282,9368,26954,1960,,87670
1855,2014,WY,Wyoming,584304,1142,16,127.0,174.0,53,899,11477,1689,9185,603,,25064
1856,2015,,,320896618,1199310,15883,91261.0,126134.0,328109,764057,8024115,1587564,5723488,713063,,18355589
1857,2015,AK,Alaska,737709,5391,59,648.0,900.0,761,3671,20806,3511,15249,2046,,51494
1858,2015,AL,Alabama,4853875,22957,348,1449.0,2037.0,4612,15960,144785,35265,99182,10338,,333447
1859,2015,AR,Arkansas,2977853,15769,189,1425.0,2008.0,2117,11455,97391,22851,68720,5820,,224312
1860,2015,AZ,Arizona,6817565,27968,306,2268.0,3109.0,6360,18193,207184,38010,152388,16786,,467195
1861,2015,CA,California,38993940,166883,1861,9341.0,12811.0,52862,99349,1024914,197404,656517,170993,,2370783
1862,2015,CO,Colorado,5448819,17348,173,2422.0,3328.0,3315,10532,144044,23490,104532,16022,,319456
1863,2015,CT,Connecticut,3584730,7938,116,585.0,798.0,2925,4099,65610,10286,48898,6426,,146298
1864,2015,DC,District of Columbia,670377,8538,162,365.0,494.0,3746,4136,31444,2971,25208,3265,,79470
1865,2015,DE,Delaware,944076,4760,62,257.0,361.0,1240,3097,25545,4797,19555,1193,,60249
1866,2015,FL,Florida,20244914,93625,1041,5396.0,7552.0,21137,63895,570270,109268,420341,40661,,1320238
1867,2015,GA,Georgia,10199398,38891,622,2343.0,3257.0,12545,22467,316013,68149,220715,27149,,706551
1868,2015,HI,Hawaii,1431603,4201,19,382.0,538.0,1085,1878,45389,6810,33140,5439,,97961
1869,2015,IA,Iowa,3121997,8619,73,877.0,1205.0,1050,6291,64688,14977,45328,4383,,145409
1870,2015,ID,Idaho,1652828,3593,32,508.0,703.0,191,2667,28912,6124,20916,1872,,64307
1871,2015,IL,Illinois,12839047,49755,754,3602.0,4926.0,15056,29019,256962,46846,192424,17692,,608508
1872,2015,IN,Indiana,6612768,25373,370,1757.0,2386.0,7081,15536,171878,34404,123940,13534,,392116
1873,2015,KS,Kansas,2906721,11483,126,1226.0,1684.0,1823,7850,80059,15619,57435,7005,,181400
1874,2015,KY,Kentucky,4424611,9887,219,1165.0,1644.0,3314,4710,97545,22526,67143,7876,,213220
1875,2015,LA,Louisiana,4668960,25202,492,1246.0,1733.0,5561,17416,157708,35457,112520,9731,,364087
1876,2015,MA,Massachusetts,6784240,26453,131,1538.0,2082.0,5266,18974,114547,21826,84676,8045,,279918
1877,2015,MD,Maryland,5994983,28185,538,1209.0,1717.0,10111,15819,142547,26432,102701,13414,,339747
1878,2015,ME,Maine,1329453,1726,23,337.0,461.0,311,931,24361,4694,18853,814,,51713
1879,2015,MI,Michigan,9917715,41712,585,4782.0,6710.0,7818,26599,191191,40375,132019,18797,,459096
1880,2015,MN,Minnesota,5482435,13319,133,1679.0,2321.0,3771,7094,121984,19299,94704,7981,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool.",268285
