year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,caveats,all_crimes
2000,LA,Louisiana,4468976,30440,560,1497.0,,7532,20851,211904.0,46289.0,144345,21270,,310044.0
2000,MA,Massachusetts,6349097,30230,125,1696.0,,5815,22594,161901.0,30600.0,105425,25876,,245450.0
2000,MD,Maryland,5296486,41663,430,1543.0,,13560,26130,213422.0,39426.0,145423,28573,,321071.0
2000,ME,Maine,1274923,1397,15,320.0,,247,815,32003.0,6775.0,23906,1322,,41005.0
2000,MI,Michigan,9938444,55159,669,5025.0,,13712,35753,353297.0,69790.0,227783,55724,,514668.0
2000,MN,Minnesota,4919479,13813,151,2240.0,,3713,7709,157798.0,26116.0,118250,13432,,205587.0
2000,MO,Missouri,5595211,27419,347,1351.0,,7598,18123,225919.0,41685.0,159539,24695,,313493.0
2000,MS,Mississippi,2844658,10267,255,1019.0,,2703,6290,103644.0,26918.0,69758,6968,,147374.0
2000,MT,Montana,902195,2807,20,308.0,,203,2276,32198.0,3624.0,26678,1896,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located.",40925.0
2000,NC,North Carolina,8049313,40051,560,2181.0,,12595,24715,355921.0,97888.0,232767,25266,,519135.0
2000,ND,North Dakota,642200,523,4,169.0,,56,294,14171.0,2093.0,11092,986,,17085.0
2000,NE,Nebraska,1711263,5606,63,436.0,,1147,3960,64479.0,10131.0,49118,5230,,84239.0
2000,NH,New Hampshire,1235786,2167,22,522.0,,453,1170,27901.0,4992.0,20761,2148,,36252.0
2000,NJ,New Jersey,8414350,32298,289,1357.0,,13553,17099,233637.0,43924.0,155562,34151,,327247.0
2000,NM,New Mexico,1819046,13786,135,922.0,,2499,10230,86605.0,21339.0,57925,7341,,132095.0
2000,NV,Nevada,1998257,10474,129,860.0,,4543,4942,74823.0,17526.0,44125,13172,,107894.0
2000,NY,New York,18976457,105111,952,3530.0,,40539,60090,483078.0,87946.0,340901,54231,,737177.0
2000,OH,Ohio,11353140,37935,418,4271.0,,15610,17636,420939.0,88636.0,293277,39026,,565564.0
2000,OK,Oklahoma,3450654,17177,182,1422.0,,2615,12958,140125.0,31661.0,96116,12348,,202103.0
2000,OR,Oregon,3421399,12000,70,1286.0,,2888,7756,153780.0,25618.0,114230,13932,,199224.0
2000,PA,Pennsylvania,12281054,51584,602,3247.0,,18155,29580,316274.0,54080.0,225869,36325,,452120.0
2000,RI,Rhode Island,1048319,3121,45,412.0,,922,1742,33323.0,6620.0,22038,4665,,44851.0
2000,SC,South Carolina,4012012,33225,291,1660.0,,6220,25054,181290.0,40319.0,125385,15586,,280179.0
2000,SD,South Dakota,754844,1259,7,305.0,,131,816,16252.0,2896.0,12558,798,,21230.0
2000,TN,Tennessee,5689283,40233,410,2186.0,,9465,28172,237985.0,56344.0,154111,27530,,363144.0
2000,TX,Texas,20851820,113653,1238,7856.0,,30257,74302,919658.0,188975.0,637522,93161,,1297826.0
2000,UT,Utah,2233169,5711,43,863.0,,1242,3563,94247.0,14348.0,73438,6461,,117912.0
2000,VA,Virginia,7078515,19943,401,1616.0,,6295,11631,194405.0,30434.0,146158,17813,,256814.0
2000,VT,Vermont,608827,691,9,140.0,,117,425,17494.0,3501.0,13184,809,,22120.0
2000,WA,Washington,5894121,21788,196,2737.0,,5812,13043,279144.0,53476.0,190650,35018,,367647.0
2000,WI,Wisconsin,5363675,12700,169,1165.0,,4537,6829,159424.0,25183.0,119605,14636,,204305.0
2000,WV,West Virginia,1808344,5723,46,331.0,,749,4597,41344.0,9890.0,28139,3315,,61600.0
2000,WY,Wyoming,493782,1316,12,160.0,,70,1074,14969.0,2078.0,12318,573,,19449.0
2001,,,285317559,1439480,16037,90863.0,,423557,909023,10437189.0,2116531.0,7092267,1228391,"The murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included in this table.",14918260.0
2001,AK,Alaska,633630,3735,39,501.0,,514,2681,23160.0,3847.0,16695,2618,,33462.0
2001,AL,Alabama,4468912,19582,379,1369.0,,5584,12250,173253.0,40642.0,119992,12619,,246106.0
2001,AR,Arkansas,2694698,12190,148,892.0,,2181,8969,99106.0,22196.0,69590,7320,,142609.0
2001,AZ,Arizona,5306966,28675,400,1518.0,,8868,17889,293874.0,54821.0,186850,52203,,395659.0
2001,CA,California,34600463,212867,2206,9960.0,,64614,136087,1134189.0,232273.0,697739,204177,,1717622.0
2001,CO,Colorado,4430989,15492,158,1930.0,,3555,9849,170887.0,28533.0,121360,20994,,224919.0
2001,CT,Connecticut,3434602,11492,105,639.0,,4183,6565,95299.0,17159.0,65762,12378,,130620.0
2001,DC,District of Columbia,573822,9195,231,181.0,,3780,5003,35232.0,4949.0,22313,7970,District of Columbia data include reports from the Zoological Police,54610.0
2001,DE,Delaware,796599,4868,23,420.0,,1156,3269,27399.0,5144.0,19476,2779,,40703.0
2001,FL,Florida,16373330,130713,874,6641.0,,32867,90331,782517.0,176052.0,516548,89917,,1180487.0
2001,GA,Georgia,8405677,41671,598,2180.0,,14402,24491,347872.0,71799.0,238484,37589,,486431.0
2001,HI,Hawaii,1227024,3117,32,409.0,,1142,1534,62830.0,11162.0,44925,6743,,78675.0
2001,IA,Iowa,2931967,7865,50,649.0,,1154,6012,88634.0,16885.0,66244,5505,,119446.0
2001,ID,Idaho,1320585,3211,30,425.0,,245,2511,38181.0,7507.0,28285,2389,,51440.0
2001,IL,Illinois,12520227,79270,982,4010.0,,24931,49347,434648.0,79158.0,306757,48733,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",643405.0
2001,IN,Indiana,6126743,22734,413,1716.0,,7171,13434,211548.0,42758.0,147291,21499,,290887.0
2001,KS,Kansas,2702125,10909,92,945.0,,2423,7449,105537.0,20514.0,77038,7985,,144501.0
2001,KY,Kentucky,4068816,10510,181,1051.0,,3269,6009,107356.0,26964.0,71448,8944,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.",151020.0
2001,LA,Louisiana,4470368,30678,501,1403.0,,7864,20910,207693.0,46451.0,139555,21687,,306233.0
2001,MA,Massachusetts,6401164,30585,143,1856.0,,6476,22110,167079.0,32430.0,106821,27828,,252347.0
2001,MD,Maryland,5386079,42088,446,1449.0,,13525,26668,219512.0,41553.0,145934,32025,,330267.0
2001,ME,Maine,1284470,1435,19,326.0,,264,826,33154.0,6898.0,24585,1671,,42332.0
2001,MI,Michigan,10006266,55424,672,5264.0,,12937,36551,352353.0,72038.0,226708,53607,,517038.0
2001,MN,Minnesota,4984535,13145,119,2236.0,,3758,7032,165046.0,25496.0,124519,15031,,210838.0
2001,MO,Missouri,5637309,30472,372,1383.0,,7771,20946,238411.0,42977.0,167420,28014,,333178.0
2001,MS,Mississippi,2859733,10006,282,1147.0,,3294,5283,109609.0,29821.0,70315,9473,,155001.0
2001,MT,Montana,905382,3187,34,188.0,,230,2735,30175.0,3670.0,24684,1821,,39801.0
2001,NC,North Carolina,8206105,40465,505,2083.0,,13304,24573,363777.0,101889.0,237241,24647,,531209.0
2001,ND,North Dakota,636550,505,7,164.0,,60,274,14834.0,2165.0,11583,1086,,17785.0
2001,NE,Nebraska,1720039,5214,43,431.0,,1128,3612,68963.0,9760.0,52713,6490,,87592.0
2001,NH,New Hampshire,1259359,2144,17,458.0,,445,1224,27089.0,4889.0,20060,2140,,35363.0
2001,NJ,New Jersey,8511116,33094,336,1278.0,,14110,17370,240551.0,46812.0,156031,37708,,338163.0
2001,NM,New Mexico,1830935,14288,99,850.0,,2695,10644,83095.0,19552.0,56406,7137,,127678.0
2001,NV,Nevada,2097722,12359,180,883.0,,4932,6364,77486.0,17711.0,45073,14702,,114100.0
2001,NY,New York,19084350,98022,960,3546.0,,36555,56961,458003.0,80400.0,329316,48287,,694346.0
2001,OH,Ohio,11389785,40023,452,4466.0,,17199,17906,435115.0,96910.0,295976,42229,,590406.0
2001,OK,Oklahoma,3469577,17726,185,1486.0,,2746,13309,141679.0,34573.0,94537,12569,,207472.0
2001,OR,Oregon,3473441,10650,84,1174.0,,2749,6643,164524.0,26648.0,123034,14842,,208549.0
2001,PA,Pennsylvania,12303104,50432,651,3467.0,,17500,28814,313408.0,54345.0,223350,35713,,447650.0
2001,RI,Rhode Island,1059659,3278,39,416.0,,986,1837,35742.0,6824.0,23875,5043,,47720.0
2001,SC,South Carolina,4062125,33114,330,1769.0,,5987,25028,186054.0,42611.0,126742,16701,,287137.0
2001,SD,South Dakota,758324,1171,7,351.0,,103,710,16473.0,3087.0,12571,815,,21448.0
2001,TN,Tennessee,5749398,42776,423,2196.0,,10219,29938,252992.0,59705.0,165015,28272,,385834.0
2001,TX,Texas,21370983,122155,1332,8169.0,,35348,77306,976654.0,204362.0,669625,102667,,1381809.0
2001,UT,Utah,2278712,5314,67,896.0,,1197,3154,90993.0,13804.0,70676,6513,,113332.0
2001,VA,Virginia,7196750,20939,364,1770.0,,6860,11945,207506.0,31604.0,157060,18842,,272358.0
2001,VT,Vermont,612978,644,7,107.0,,107,423,16334.0,3150.0,12426,758,,20558.0
2001,WA,Washington,5993390,21258,179,2600.0,,5934,12545,287234.0,53024.0,195133,39077,,374240.0
2001,WI,Wisconsin,5405947,12486,192,1142.0,,4444,6708,166924.0,26927.0,125275,14722,,213237.0
2001,WV,West Virginia,1800975,5035,40,320.0,,707,3968,41085.0,9601.0,28268,3216,,59729.0
2001,WY,Wyoming,493754,1272,9,153.0,,84,1026,16120.0,2481.0,12943,696,,20908.0
2002,,,287973924,1423677,16229,95235.0,,420806,891407,10455277.0,2151252.0,7057379,1246646,,14937842.0
2002,AK,Alaska,641482,3627,33,511.0,,489,2594,24118.0,3908.0,17739,2471,,34280.0
2002,AL,Alabama,4478896,19931,303,1664.0,,5962,12002,180400.0,42578.0,123932,13890,,255214.0
2002,AR,Arkansas,2706268,11501,142,754.0,,2524,8081,101171.0,23229.0,71129,6813,,144124.0
2002,AZ,Arizona,5441125,30171,387,1608.0,,8000,20176,318296.0,59087.0,201541,57668,,428117.0
2002,CA,California,35001986,208388,2395,10198.0,,64968,130827,1176484.0,238428.0,715692,222364,,1756522.0
2002,CO,Colorado,4501051,15882,179,2066.0,,3579,10058,180054.0,31678.0,125193,23183,,237851.0
2002,CT,Connecticut,3458587,10807,84,740.0,,4069,5914,93426.0,17111.0,64735,11580,,127342.0
2002,DC,District of Columbia,569157,9322,264,262.0,,3834,4962,36477.0,5170.0,21708,9599,District of Columbia data include reports from the Zoological Police and the Metro Transit Police,56195.0
2002,DE,Delaware,805945,4836,26,358.0,,1154,3298,26967.0,5355.0,18555,3057,,40482.0
2002,FL,Florida,16691701,128721,911,6753.0,,32581,88476,777236.0,177242.0,511478,88516,,1172586.0
2002,GA,Georgia,8544005,39271,606,2108.0,,13432,23125,346559.0,73932.0,234591,38036,,483493.0
2002,HI,Hawaii,1240663,3262,24,372.0,,1210,1656,71976.0,12722.0,49344,9910,,89640.0
2002,IA,Iowa,2935840,8388,44,797.0,,1169,6378,92877.0,18643.0,68411,5823,,126330.0
2002,ID,Idaho,1343124,3419,36,497.0,,240,2646,39128.0,7441.0,29060,2627,,52670.0
2002,IL,Illinois,12586447,75759,961,4370.0,,25314,45114,430479.0,81440.0,304227,44812,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",633753.0
2002,IN,Indiana,6156913,22001,362,1843.0,,6612,13184,208965.0,42605.0,146073,20287,,287117.0
2002,KS,Kansas,2711769,10229,78,1035.0,,2165,6951,100768.0,19679.0,73877,7212,,137705.0
2002,KY,Kentucky,4089822,11101,191,1087.0,,3131,6692,108590.0,26891.0,72378,9321,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate.",153465.0
2002,LA,Louisiana,4476192,29690,593,1529.0,,7123,20445,198838.0,45350.0,133302,20186,,294916.0
2002,MA,Massachusetts,6421800,31137,173,1777.0,,7169,22018,167753.0,33243.0,107922,26588,,254324.0
2002,MD,Maryland,5450525,42015,513,1370.0,,13417,26715,217105.0,39765.0,143320,34020,,326113.0
2002,ME,Maine,1294894,1396,14,377.0,,270,735,32985.0,6965.0,24591,1429,,42095.0
2002,MI,Michigan,10043221,54306,678,5364.0,,11847,36417,335060.0,70970.0,214367,49723,,497431.0
2002,MN,Minnesota,5024791,13428,112,2273.0,,3937,7106,164026.0,28034.0,122150,13842,,212706.0
2002,MO,Missouri,5669544,30557,331,1465.0,,7024,21737,230520.0,42721.0,159921,27878,,325866.0
2002,MS,Mississippi,2866733,9858,264,1127.0,,3356,5111,109584.0,29593.0,70468,9523,,154410.0
2002,MT,Montana,910372,3197,16,237.0,,283,2661,28751.0,3289.0,23679,1783,,37914.0
2002,NC,North Carolina,8305820,39118,548,2196.0,,12205,24169,353708.0,99535.0,229307,24866,,517078.0
2002,ND,North Dakota,633911,496,5,163.0,,58,270,14762.0,2243.0,11501,1018,,17776.0
2002,NE,Nebraska,1727564,5428,48,464.0,,1359,3557,68178.0,10329.0,51440,6409,,87540.0
2002,NH,New Hampshire,1274405,2056,12,446.0,,413,1185,26250.0,4838.0,19468,1944,,34341.0
2002,NJ,New Jersey,8575252,32252,339,1365.0,,13955,16593,227715.0,43899.0,148061,35755,,320798.0
2002,NM,New Mexico,1852044,13719,152,1027.0,,2206,10334,80477.0,19634.0,53406,7437,,124316.0
2002,NV,Nevada,2167455,13856,181,928.0,,5118,7629,83896.0,18951.0,47459,17486,,124513.0
2002,NY,New York,19134293,95030,909,3885.0,,36653,53583,442091.0,76700.0,318025,47366,,668313.0
2002,OH,Ohio,11408699,40128,526,4809.0,,17871,16922,428976.0,99164.0,287045,42767,,585716.0
2002,OK,Oklahoma,3489700,17587,163,1573.0,,2966,12885,148128.0,35171.0,100185,12772,,213934.0
2002,OR,Oregon,3520355,10298,72,1238.0,,2742,6246,161145.0,25696.0,118925,16524,,203457.0
2002,PA,Pennsylvania,12328827,49578,624,3731.0,,17163,28060,300868.0,55610.0,212441,32817,,434740.0
2002,RI,Rhode Island,1068326,3051,41,395.0,,916,1699,35342.0,6415.0,24051,4876,,46548.0
2002,SC,South Carolina,4103770,33761,298,1959.0,,5774,25730,183808.0,43745.0,123196,16867,,287342.0
2002,SD,South Dakota,760437,1350,11,361.0,,117,861,15992.0,3034.0,12139,819,,21248.0
2002,TN,Tennessee,5789796,41562,420,2290.0,,9413,29439,249399.0,61248.0,161610,26541,,382068.0
2002,TX,Texas,21736925,126018,1302,8508.0,,37580,78628,1004274.0,212602.0,688992,102680,,1422824.0
2002,UT,Utah,2318789,5488,47,943.0,,1140,3358,97641.0,15124.0,74795,7722,,121658.0
2002,VA,Virginia,7287829,21256,388,1839.0,,6961,12068,207783.0,31757.0,157548,18478,,273252.0
2002,VT,Vermont,616408,658,13,126.0,,77,442,14942.0,3489.0,10684,769,,19544.0
2002,WA,Washington,6067060,20964,184,2734.0,,5797,12249,288967.0,54948.0,193526,40493,,377312.0
2002,WI,Wisconsin,5439692,12238,154,1237.0,,4713,6134,164749.0,27926.0,123365,13458,,211201.0
2002,WV,West Virginia,1804884,4221,57,328.0,,657,3179,41099.0,9677.0,27524,3898,,58233.0
2002,WY,Wyoming,498830,1364,15,148.0,,93,1108,16494.0,2448.0,13303,743,,21429.0
2003,,,290788976,1383676,16528,93883.0,,414235,859030,10442862.0,2154834.0,7026802,1261226,,14856930.0
2003,AK,Alaska,648280,3877,39,605.0,,446,2787,24386.0,3874.0,18051,2461,,34963.0
2003,AL,Alabama,4503726,19331,299,1656.0,,6038,11338,182241.0,43245.0,124039,14957,,256454.0
2003,AR,Arkansas,2727774,12449,180,911.0,,2227,9131,99084.0,25016.0,68061,6007,,145860.0
2003,AZ,Arizona,5579222,28638,441,1856.0,,7619,18722,314335.0,58613.0,198725,56997,,420749.0
2003,CA,California,35462712,205551,2407,9994.0,,63770,129380,1215086.0,242274.0,731486,241326,,1794698.0
2003,CO,Colorado,4547633,15757,185,1913.0,,3738,9921,179706.0,32394.0,124496,22816,,237963.0
2003,CT,Connecticut,3486960,11045,112,698.0,,4212,6023,92981.0,16043.0,65568,11370,,126204.0
2003,DC,District of Columbia,557620,9061,249,274.0,,3941,4597,32696.0,4671.0,18119,9906,District of Columbia data include reports from the Zoological Police,51274.0
2003,DE,Delaware,818166,5525,21,370.0,,1441,3693,27943.0,6066.0,18933,2944,,43248.0
2003,FL,Florida,16999181,124280,924,6727.0,,31523,85106,757696.0,170644.0,505489,81563,,1138650.0
2003,GA,Georgia,8676460,39435,657,2234.0,,14043,22501,369589.0,79001.0,247196,43392,,511183.0
2003,HI,Hawaii,1248755,3400,22,367.0,,1168,1843,65867.0,11409.0,44807,9651,,82541.0
2003,IA,Iowa,2941976,8175,50,796.0,,1131,6198,87554.0,17515.0,64400,5639,,119492.0
2003,ID,Idaho,1367034,3362,26,535.0,,245,2556,40042.0,7837.0,29559,2646,,53823.0
2003,IL,Illinois,12649087,70376,895,4189.0,,23786,41506,415885.0,78345.0,295907,41633,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",607007.0
2003,IN,Indiana,6199571,21842,338,1720.0,,6401,13383,208039.0,41582.0,145686,20771,,285184.0
2003,KS,Kansas,2724786,10831,125,1085.0,,2247,7374,109276.0,21973.0,79471,7832,,149579.0
2003,KY,Kentucky,4118189,10232,181,1124.0,,3224,5703,103370.0,26034.0,69083,8253,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate.",145520.0
2003,LA,Louisiana,4493665,28622,584,1601.0,,7008,19429,193698.0,44572.0,129471,19655,,286905.0
2003,MA,Massachusetts,6420357,30377,140,1848.0,,8011,20378,164543.0,34963.0,104069,25511,,250401.0
2003,MD,Maryland,5512310,38778,525,1358.0,,13302,23593,209418.0,38641.0,134372,36405,,310955.0
2003,ME,Maine,1309205,1422,16,354.0,,289,763,32078.0,6579.0,24043,1456,,40858.0
2003,MI,Michigan,10082364,51550,612,5470.0,,11254,34214,330565.0,68316.0,208538,53711,,485257.0
2003,MN,Minnesota,5064172,13316,127,2092.0,,3906,7191,157663.0,27698.0,116216,13749,,205995.0
2003,MO,Missouri,5719204,28067,289,1400.0,,6686,19692,233564.0,41997.0,161616,29951,,323609.0
2003,MS,Mississippi,2882594,9336,267,1079.0,,3016,4974,106867.0,29564.0,68307,8996,,151008.0
2003,MT,Montana,918157,3351,30,246.0,,298,2777,28428.0,3722.0,22800,1906,,38308.0
2003,NC,North Carolina,8421190,38243,506,2139.0,,12229,23369,359660.0,100687.0,232081,26892,,522465.0
2003,ND,North Dakota,633400,508,9,160.0,,53,286,13364.0,1959.0,10327,1078,,16126.0
2003,NE,Nebraska,1737475,5105,56,504.0,,1165,3380,65189.0,10133.0,48924,6132,,83863.0
2003,NH,New Hampshire,1288705,1937,17,438.0,,480,1002,26456.0,4589.0,19934,1933,,34001.0
2003,NJ,New Jersey,8642412,31488,406,1288.0,,13342,16452,220350.0,43457.0,142287,34606,,312153.0
2003,NM,New Mexico,1878562,12535,116,940.0,,1937,9542,76816.0,18997.0,50595,7224,,118006.0
2003,NV,Nevada,2242207,13813,197,871.0,,5225,7520,96128.0,21958.0,53321,20849,,139616.0
2003,NY,New York,19212425,89486,934,3775.0,,35790,48987,432079.0,75453.0,311422,45204,,646939.0
2003,OH,Ohio,11437680,38185,526,4660.0,,16895,16104,417483.0,95083.0,281383,41017,,567381.0
2003,OK,Oklahoma,3506469,17758,206,1501.0,,3224,12827,151208.0,34846.0,103404,12958,,216845.0
2003,OR,Oregon,3564330,10506,68,1218.0,,2847,6373,169863.0,28562.0,122327,18974,,215372.0
2003,PA,Pennsylvania,12370761,49210,647,3556.0,,17980,27027,300639.0,53918.0,213279,33442,,431441.0
2003,RI,Rhode Island,1076084,3074,25,505.0,,830,1714,32231.0,5524.0,22320,4387,,42568.0
2003,SC,South Carolina,4148744,33455,303,1952.0,,5801,25399,187592.0,43993.0,127809,15790,,290742.0
2003,SD,South Dakota,764905,1329,10,356.0,,104,859,15324.0,2878.0,11572,874,,20400.0
2003,TN,Tennessee,5845208,40409,396,2129.0,,9413,28471,256565.0,63323.0,166769,26473,,389164.0
2003,TX,Texas,22103374,122246,1422,8025.0,,37017,75782,1016735.0,219877.0,698644,98214,,1436062.0
2003,UT,Utah,2352119,5889,60,919.0,,1258,3652,100084.0,16961.0,75321,7802,,126646.0
2003,VA,Virginia,7365284,20490,416,1807.0,,6713,11554,200449.0,29105.0,153367,17977,,262014.0
2003,VT,Vermont,619343,707,15,126.0,,62,504,13803.0,3017.0,10132,654,,18046.0
2003,WA,Washington,6131298,21272,182,2863.0,,5718,12509,291542.0,58271.0,192653,40618,,383776.0
2003,WI,Wisconsin,5474290,12104,183,1202.0,,4397,6322,157684.0,26546.0,118775,12363,,202839.0
2003,WV,West Virginia,1811440,4627,73,311.0,,701,3542,42370.0,10498.0,28409,3463,,61110.0
2003,WY,Wyoming,502111,1314,14,136.0,,84,1080,16648.0,2611.0,13239,798,,21667.0
2004,,,293656842,1360088,16148,95089.0,,401470,847381,10319386.0,2144446.0,6937089,1237851,,14687449.0
2004,AK,Alaska,657755,4159,37,558.0,,447,3117,22172.0,3773.0,16159,2240,,33258.0
2004,AL,Alabama,4525375,19324,254,1742.0,,6042,11286,182340.0,44666.0,123650,14024,,257870.0
2004,AR,Arkansas,2750000,13814,176,1183.0,,2372,10083,110911.0,30151.0,74242,6518,,165135.0
2004,AZ,Arizona,5739879,28952,414,1896.0,,7721,18921,291203.0,56885.0,179012,55306,,396375.0
2004,CA,California,35842038,189175,2392,9615.0,,61768,115400,1227194.0,245903.0,728687,252604,,1780064.0
2004,CO,Colorado,4601821,17121,201,1945.0,,3739,11236,180322.0,33010.0,123308,24004,,241890.0
2004,CT,Connecticut,3498966,10113,100,755.0,,4188,5070,93942.0,15959.0,66770,11213,,125184.0
2004,DC,District of Columbia,554239,7590,198,222.0,,3202,3968,26896.0,3946.0,14542,8408,District of Columbia data include reports from the Zoological Police,42598.0
2004,DE,Delaware,830069,5105,28,357.0,,1343,3377,27256.0,5669.0,19285,2302,,41435.0
2004,FL,Florida,17385430,123754,946,6612.0,,29997,86199,727141.0,166332.0,482484,78325,,1104372.0
2004,GA,Georgia,8918129,40217,613,2387.0,,13656,23561,376656.0,82992.0,249426,44238,,524039.0
2004,HI,Hawaii,1262124,3213,33,333.0,,944,1903,60525.0,10827.0,41078,8620,,76501.0
2004,IA,Iowa,2952904,8499,44,782.0,,1160,6513,85775.0,17928.0,62214,5633,,118759.0
2004,ID,Idaho,1395140,3452,31,594.0,,241,2586,38799.0,7671.0,28389,2739,,52539.0
2004,IL,Illinois,12712016,69365,780,4220.0,,22582,41783,403486.0,76088.0,287025,40373,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.",591502.0
2004,IN,Indiana,6226537,20294,316,1803.0,,6373,11802,211929.0,42168.0,148670,21091,,286509.0
2004,KS,Kansas,2733697,10330,122,1142.0,,1812,7254,109771.0,20146.0,81115,8510,,147623.0
2004,KY,Kentucky,4141835,10152,236,1238.0,,3268,5410,105209.0,25902.0,70535,8772,,146909.0
2004,LA,Louisiana,4506685,28844,574,1616.0,,6564,20090,199153.0,45359.0,134080,19714,,294020.0
2004,MA,Massachusetts,6407382,29489,171,1794.0,,7484,20040,158150.0,34497.0,101605,22048,,242347.0
2004,MD,Maryland,5561332,38961,521,1317.0,,12772,24351,202474.0,36704.0,129888,35882,,303011.0
2004,ME,Maine,1314985,1364,18,315.0,,289,742,31740.0,6341.0,24096,1303,,40205.0
2004,MI,Michigan,10104206,49737,643,5482.0,,11336,32276,309805.0,64233.0,194988,50584,,456694.0
2004,MN,Minnesota,5096546,13751,113,2123.0,,4070,7445,155019.0,28048.0,113453,13518,,204376.0
2004,MO,Missouri,5759532,28226,354,1479.0,,6630,19763,224629.0,40472.0,158264,25893,,313444.0
2004,MS,Mississippi,2900768,8568,227,1161.0,,2503,4677,100980.0,27661.0,65440,7879,,142113.0
2004,MT,Montana,926920,2723,30,273.0,,233,2187,27215.0,3515.0,22082,1618,,35670.0
2004,NC,North Carolina,8540468,38244,532,2339.0,,11782,23591,355328.0,101193.0,227147,26988,,518888.0
2004,ND,North Dakota,636308,558,8,177.0,,43,330,12493.0,2040.0,9516,937,,15429.0
2004,NE,Nebraska,1747704,5393,40,620.0,,1138,3595,61512.0,9826.0,46399,5287,,80366.0
2004,NH,New Hampshire,1299169,2202,17,466.0,,500,1219,26658.0,4979.0,19723,1956,,35075.0
2004,NJ,New Jersey,8685166,30943,392,1331.0,,13076,16144,211313.0,41030.0,139977,30306,,299822.0
2004,NM,New Mexico,1903006,13081,169,1039.0,,2062,9811,79895.0,19924.0,52069,7902,,122880.0
2004,NV,Nevada,2332898,14379,172,954.0,,4905,8348,98215.0,23142.0,52438,22635,,144256.0
2004,NY,New York,19280727,84914,889,3608.0,,33506,46911,422734.0,70696.0,311036,41002,,626144.0
2004,OH,Ohio,11450143,38787,506,4744.0,,17429,16108,419337.0,96518.0,282168,40651,,571256.0
2004,OK,Oklahoma,3523546,17635,186,1557.0,,3090,12802,149472.0,35244.0,101271,12957,,215339.0
2004,OR,Oregon,3591363,10724,90,1283.0,,2751,6600,166475.0,30072.0,117868,18535,,213961.0
2004,PA,Pennsylvania,12394471,50998,650,3535.0,,18474,28339,299611.0,54443.0,214199,30969,,434041.0
2004,RI,Rhode Island,1079916,2673,26,320.0,,731,1596,31166.0,5465.0,21623,4078,,40926.0
2004,SC,South Carolina,4197892,33160,286,1772.0,,5468,25634,190456.0,43739.0,130991,15726,,293275.0
2004,SD,South Dakota,770621,1319,17,336.0,,112,854,14885.0,3148.0,10890,847,,20223.0
2004,TN,Tennessee,5893298,41113,357,2282.0,,8863,29611,254991.0,60386.0,169828,24777,,386458.0
2004,TX,Texas,22471549,121554,1364,8388.0,,35817,75985,1010702.0,220118.0,696507,94077,,1429723.0
2004,UT,Utah,2420708,5647,46,967.0,,1236,3398,97762.0,15225.0,74889,7648,,122078.0
2004,VA,Virginia,7481332,20608,390,1816.0,,6899,11503,200368.0,28759.0,154154,17455,,261628.0
2004,VT,Vermont,621233,713,16,160.0,,78,459,14559.0,3435.0,10537,587,,19182.0
2004,WA,Washington,6207046,21330,190,2857.0,,5866,12417,300837.0,60632.0,196972,43233,,395406.0
2004,WI,Wisconsin,5503533,11548,154,1136.0,,4067,6191,146710.0,23854.0,111482,11374,,188457.0
